scenario_id,scenario_label,policy,episode,seed,month,retrieval_rank,document,source_month,stored_global_month,realized_outcome,outcome_bucket,memory_weight,similarity_score,recency_factor
oracle_v3,Oracle v3,oracle_v3,0,0,10,1,"Episode month 3: MRR 122,228, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",3,9,GROWTH,POSITIVE,0.6963300452182452,0.7021327955950638,0.9917355371900827
oracle_v3,Oracle v3,oracle_v3,0,0,10,2,"Episode month 4: MRR 166,323, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",4,10,GROWTH,POSITIVE,0.6860054161713973,0.6860054161713973,1.0
oracle_v3,Oracle v3,oracle_v3,0,0,10,3,"Episode month 1: MRR 76,870, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",1,7,GROWTH,POSITIVE,0.6829431403962151,0.7000167189061204,0.9756097560975611
oracle_v3,Oracle v3,oracle_v3,0,0,11,1,"Episode month 3: MRR 122,228, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",3,9,GROWTH,POSITIVE,0.6963300452182452,0.7021327955950638,0.9917355371900827
oracle_v3,Oracle v3,oracle_v3,0,0,11,2,"Episode month 4: MRR 166,323, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",4,10,GROWTH,POSITIVE,0.6860054161713973,0.6860054161713973,1.0
oracle_v3,Oracle v3,oracle_v3,0,0,11,3,"Episode month 1: MRR 76,870, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",1,7,GROWTH,POSITIVE,0.6829431403962151,0.7000167189061204,0.9756097560975611
oracle_v3,Oracle v3,oracle_v3,0,0,12,1,"Episode month 3: MRR 122,228, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",3,9,GROWTH,POSITIVE,0.6963300452182452,0.7021327955950638,0.9917355371900827
oracle_v3,Oracle v3,oracle_v3,0,0,12,2,"Episode month 4: MRR 166,323, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",4,10,GROWTH,POSITIVE,0.6860054161713973,0.6860054161713973,1.0
oracle_v3,Oracle v3,oracle_v3,0,0,12,3,"Episode month 1: MRR 76,870, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",1,7,GROWTH,POSITIVE,0.6829431403962151,0.7000167189061204,0.9756097560975611
oracle_v3,Oracle v3,oracle_v3,0,0,13,1,"Episode month 3: MRR 122,228, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",3,9,GROWTH,POSITIVE,0.6963300452182452,0.7021327955950638,0.9917355371900827
oracle_v3,Oracle v3,oracle_v3,0,0,13,2,"Episode month 4: MRR 166,323, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",4,10,GROWTH,POSITIVE,0.6860054161713973,0.6860054161713973,1.0
oracle_v3,Oracle v3,oracle_v3,0,0,13,3,"Episode month 1: MRR 76,870, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",1,7,GROWTH,POSITIVE,0.6829431403962151,0.7000167189061204,0.9756097560975611
oracle_v3,Oracle v3,oracle_v3,0,0,14,1,"Episode month 3: MRR 122,228, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",3,9,GROWTH,POSITIVE,0.6963300452182452,0.7021327955950638,0.9917355371900827
oracle_v3,Oracle v3,oracle_v3,0,0,14,2,"Episode month 4: MRR 166,323, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",4,10,GROWTH,POSITIVE,0.6860054161713973,0.6860054161713973,1.0
oracle_v3,Oracle v3,oracle_v3,0,0,14,3,"Episode month 1: MRR 76,870, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",1,7,GROWTH,POSITIVE,0.6829431403962151,0.7000167189061204,0.9756097560975611
oracle_v3,Oracle v3,oracle_v3,0,0,15,1,"Episode month 3: MRR 122,228, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",3,9,GROWTH,POSITIVE,0.6963300452182452,0.7021327955950638,0.9917355371900827
oracle_v3,Oracle v3,oracle_v3,0,0,15,2,"Episode month 4: MRR 166,323, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",4,10,GROWTH,POSITIVE,0.6860054161713973,0.6860054161713973,1.0
oracle_v3,Oracle v3,oracle_v3,0,0,15,3,"Episode month 1: MRR 76,870, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",1,7,GROWTH,POSITIVE,0.6829431403962151,0.7000167189061204,0.9756097560975611
oracle_v3,Oracle v3,oracle_v3,0,0,16,1,"Episode month 3: MRR 122,228, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",3,9,GROWTH,POSITIVE,0.6963300452182452,0.7021327955950638,0.9917355371900827
oracle_v3,Oracle v3,oracle_v3,0,0,16,2,"Episode month 4: MRR 166,323, avg churn 0.030, innovation 1.000. Trends were MRR INCREASING, innovation FLAT, churn FLAT. After 6 months the realized outcome was GROWTH.",4,10,GROWTH,POSITIVE,0.6860054161713973,0.6860054161713973,1.0
